to hear	a auzi
to heave	a sălta
to help	a ajuta
to hesitate	a șovai
to hide	a ascunde
to hinder	a împiedica
to hold	a ține
to honor	a onora
to hope	a spera
to hum	a fredona
to humble	a umili
to hunt	a vâna
to hurry	a se grăbi
to hurt	a răni
to husk	a decortica
to identify	a identifica
to ignore	a ignora
to imagine	a imagina
to imitate	a imita
to immigrate	a emigra
to improve	a ameliora
to improve	a îmbunătăți
to include	a include
to increase	a crește
to indicate	a indica
to inflame	a aprinde
to influence	a influența
to inform	a informa
to inhabit	a locui în
to inherit	a moșteni
to injure	a dăuna
to inquire	a întreba
to inscribe	a înscrie
to insist	a insista
to instruct	a instrui
to insult	a insulta
to intercept	a intercepta
to interest	a interesa
to interrupt	a întrerupe
to intersect	a întretăia
to intoxicate	a intoxica
to introduce	a introduce
to invite	a invita
to judge	a judeca
to jump	a sari
to jump	a sări
to keep	a ține
to keep	a păstra
to kill	a ucide
to kindle	a aprinde
to kiss	a săruta
to knead	a frământa
to knock	a bate
to know	a ști
to land	a ateriza
to languish	a lâncezi
to lash	a bicui
to last	a dura
to laugh	a râde
to lead	a conduce
to learn	a învăța
to leave	a lăsa
to lend	a împrumuta
to lengthen	a alungi
to let	a lăsa
to level	a nivela
to liberate	a elibera
to lift	a ridica
to light	a aprinde
to like	a plăcea
to limit	a mărgini
to limp	a șchiopăta
to line	a linia
to listen	a asculta
to live	a trăi
to lock	a încuia
to look	a privi
to lose	a pierde
to love	a iubi
to lower	a coborî
to lure	a ademeni
to manage	a se descurca
to mark	a însemna
to master	a stăpâni
to measure	a măsura
to meet	a întâlni
to melt	a se topi
to mend	a cârpi
to merit	a merita
to mingle	a amesteca
to miss	a rata
to miss	a scăpa
to mistreat	a maltrata
to mix	a amesteca
to moan	a geme
to mock	a sfida
to moisten	a umezi
to moor	a amara
to mount	a monta
to mount	a sui
to move	a mișca
to move	a muta
to mow	a secera
to mumble	a mormăi
to murder	a omorî
to need	a avea nevoie
to neglect	a neglija
tone	ton
tongue	limbă
to notice	a remarca
to nourish	a hrăni
to obey	a asculta
to obey	a se supune
to oblige	a obliga
to observe	a observa
to omit	a omite
to open	a deschide
to order	a ordona
tooth	dinte
toothpaste	pastă de dinți
to overtake	a depăși
to overturn	a răsturna
to owe	a datora
to own	a poseda
to pack	a ambala
to pack	a împacheta
to paint	a picta
to pale	a păli
to paper	a tapeta
to pardon	a ierta
to park	a parca
to pass	a trece
to pay	a plăti
to peel	a coji
to perceive	a observa
to perceive	a percepe
to perfect	a perfecționa
to perform	a efectua
to perish	a pieri
to permit	a permite
to perspire	a transpira
to persuade	a convinge
to pick	a selecta
to pierce	a străpunge
to place	a așeza
to plant	a planta
to play	a se juca
to plead	a pleda
to please	a plăcea
to pluck	a smulge
to plunder	a jefui
to plunge	a afunda
to point	a arăta
to polish	a lustrui
to pollute	a polua
to ponder	a cugeta
to possess	a poseda
to pour	a turna
to praise	a lăuda
to pray	a ruga
to pray	a se ruga
to preach	a predica
to prepare	a pregăti
to prepare	a prepara
to present	a prezenta
to preserve	a conserva
to preserve	a păstra
to pretend	a se preface
to prevent	a împiedica
to print	a tipări
to proceed	a continua
to produce	a produce
to profit	a profita
to promise	a promite
to promote	a promova
to prompt	a îndemna
to pronounce	a pronunța
to propose	a propune
to protect	a proteja
to prove	a dovedi
to provide	a aproviziona
to provoke	a provoca
to publicize	a divulga
to publish	a publica
to pull	a trage
to punish	a pedepsi
to purchase	a cumpăra
to purify	a purifica
to pursue	a urmări
to push	a împinge
to put	a pune
to quit	a înceta
to quote	a cita
to rage	a se înfuria
to rain	a ploua
to raise	a înălța
to raise	a ridica
to reach	a ajunge
to read	a citi
to reap	a recolta
to receive	a primi
to reckon	a socoti
to recognize	a recunoaște
to recommend	a recomanda
to recount	a relata
to recover	a recupera
to refine	a rafina
to refresh	a împrospăta
to refuse	a refuza
to regulate	a regla
to rejoice	a se bucura
to relax	a se relaxa
to release	a elibera
to rely	a se baza
to rely	a se bizui
to remain	a rămâne
to remark	a observa
to remind	a aminti
to remove	a scoate
to renew	a reînnoi
to rent	a închiria
to repair	a repara
to repeat	a repeta
to reply	a răspunde
to report	a raporta
to require	a necesita
to reside	a rămâne
to resign	a demisiona
to resist	a rezista
to resolve	a rezolva
to rest	a se odihni
to restore	a restaura
to return	a se întoarce
to reveal	a dezvălui
to revere	a venera
to revise	a revedea
to revise	a revizui
to revive	a reanima
to reward	a recompensa
to ripen	a se coace
to rise	a se ridica
to risk	a risca
to roam	a colinda
to roar	a rage
to roast	a frige
to rouse	a trezi
torrential	torențial
to rub	a freca
to salt	a săra
to sanctify	a sfinți
to save	a economisi
to save	a salva
to say	a zice
to scratch	a se scărpina
to seal	a sigila
to see	a vedea
to seek	a căuta
to seem	a părea
to seize	a apuca
to seize	a înhăța
to select	a alege
to sell	a vinde
to send	a trimite
to separate	a separa
to serve	a servi
to sew	a coase
to shake	a scutura
to share	a împărți
to sharpen	a ascuți
to shatter	a sparge
to shave	a se bărbieri
to shelter	a adăposti
to shine	a străluci
to shoot	a împușca
to shout	a striga
to show	a arăta
to shut	a închide
to sift	a cerne
to sign	a semna
to sin	a păcătui
to sing	a cânta
to sit	a se așeza
to sleep	a dormi
to slide	a aluneca
to slip	a aluneca
to smile	a zâmbi
to smoke	a fuma
to sneeze	a strănuta
to snore	a sforăi
to snow	a ninge
to soften	a înmuia
to soil	a murdări
to solve	a rezolva
to sound	a suna
to sow	a semăna
to spare	a cruța
to sparkle	a străluci
to specify	a preciza
to specify	a specifica
to spend	a cheltui
to split	a plesni
to spoil	a strica
to spring	a țâșni
to spy	a spiona
to stab	a înjunghia
to stay	a sta
to steal	a fura
to steer	a dirija
to stiffen	a întări
to stop	a opri
to strengthen	a întări
to strengthen	a înzdrăveni
to stretch	a întinde
to strike	a lovi
to strip	a despuia
to struggle	a lupta
to study	a studia
to stuff	a înghesui
to stumble	a se împiedica
to submerge	a scufunda
to subtract	a scădea
to succeed	a reuși
to suck	a suge
to suckle	a alăpta
to suffer	a suferi
to suggest	a sugera
to summon	a chema
to summon	a convoca
to support	a suporta
to support	a susține
to suppose	a presupune
to suppress	a suprima
to surpass	a depăși
to surprise	a mira
to surprise	a surprinde
to surround	a înconjura
to survive	a supraviețui
to suspect	a bănui
to swallow	a înghiți
to swear	a jura
to sweep	a mătura
to sweeten	a îndulci
to swell	a se umfla
to swim	a înota
to swindle	a escroca
to take	a lua
to talk	a vorbi
to tame	a îmblânzi
to tap	a lovi ușor
to taste	a gusta
to tear	a rupe
to tell	a povesti
to tend	a îngriji
to terrify	a înspăimânta
to thank	a mulțumi
to threaten	a amenința
to throw	a arunca
to tie	a lega
to tire	a obosi
to torture	a tortura
to touch	a atinge
to train	a antrena
to transcribe	a transcrie
to translate	a traduce
to transmit	a transmite
to travel	a călători
to treat	a trata
to tremble	a tremura
to trick	a păcăli
to try	a încerca
to turn	a întoarce
to twist	a răsuci
to undergo	a suferi
to understand	a înțelege
to undertake	a întreprinde
to undo	a desface
to undress	a dezbrăca
to undress	a se dezbrăca
to unfold	a despături
to unload	a descărca
to upset	a răsturna
to upset	a tulbura
to urge	a îndemna
to use	a folosi
to value	a prețui
to venture	a îndrăzni
to verify	a verifica
to vex	a enerva
to visit	a visita
to vote	a vota
to vow	a jura
to wait	a aștepta
to walk	a merge
to wander	a cutreiera
to wander	a hoinări
to want	a vrea
to warm	a încălzi
to warn	a preveni
to wash	a spăla
to waste	a irosi
to watch	a păzi
to watch	a privi
to weaken	a slăbi
to wear	a purta
to weep	a plânge
to weigh	a cântări
to weld	a suda
towel	prosop
to whistle	a fluiera
to widen	a lărgi
to win	a câștiga
to wish	a dori
to withdraw	a retrage
to witness	a da mărturie
town	oraș
to wonder	a se întreba
to work	a munci
to wound	a răni
to wrap	a împacheta
to write	a scrie
tragic	tragic
trail	pistă
training	pregătire
train	tren
transparent	transparent
traveller	călător
treasure	comoară
treaty	tratat
tree	copac
trial	încercare
troublesome	supărător
true	adevărat
trustful	încrezător
truth	adevăr
tub	cadă
turn	rând
twisted	răsucit
typical	caracteristic
ugly	urât
umbrella	umbrelă
unable	incapabil
unaware	inconștient
unbearable	nesuportabil
unbelievable	incredibil
uncertain	nesigur
uncertainty	nesiguranță
uncle	unchi
uncooked	crud
understanding	înțelegere
unequal	inegal
unexpected	neașteptat
unfair	nedrept
unfinished	neterminat
unhappy	nefericit
unique	unic
university	universitate
unknown	necunoscut
unlike	neasemănător
unlimited	nelimitat
unmerited	nemeritat
unruly	neascultător
unsure	nesigur
untimely	prematur
untruth	neadevăr
uproar	gălăgie
uproarious	zgomotos
urgent	urgent
useful	folositor
usefulness	utilitate
useless	inutil
vagabond	vagabond
vague	vag
valiant	curajos
vast	vast
velvet	catifea
venomous	veninos
vertical	vertical
vessel	vas
vexation	supărare
vice	viciu
victorious	victorios
vigorous	viguros
vile	meschin
village	sat
vinegar	oțet
violent	violent
violet	violetă
viper	viperă
virtuous	virtuos
viscount	viconte
visible	vizibil
visit	vizită
voice	voce
voyage	călătorie
vulgar	vulgar
wage	salariu
waistcoat	jiletcă
waiter	ospătar
wall	perete
wardrobe	șifonier
warm	cald
war	război
warrior	războinic
wary	prudent
wasp	viespe
watch	ceas
water	apă
wave	val
wax	ceară
way	drum
weakness	slăbiciune
weak	slab
weather	vreme
weaver	țesător
week	săptămână
weight	greutate
welder	sudor
wet	umed
wharf	chei
wheat	grâu
white	alb
wicked	răutăcios
wicked	ticălos
wide	lat
widower	văduv
widow	văduvă
width	lățime
wife	soție
wild	sălbatic
winding	șerpuit
window	fereastră
wind	vânt
wine	vin
wing	aripă
winter	iarnă
wise	înțelept
witness	martor
witty	spiritual
wolf	lup
woman	femeie
wonderful	minunat
wood	lemn
wool	lână
word	cuvânt
work	muncă
world	lume
worm	vierme
worth	valoare
worthy	demn
wound	rană
wrath	mânie
wretched	mizerabil
wrist	încheietura mâinii
writing	scris
year	an
yellow	galben
youth	tinerețe
zealous	zelos
zoo	grădină zoologică
